Nº Fin.,Desc. Finalidad,Nº Fun.,Desc. Función,Nº Juris.,Desc. Jurisdicción,Nº Prog.,Desc. Programa,Presupuesto,Porcentaje (por Función)
1,Administración gubernamental,1,Legislativa,1,Poder Legislativo Nacional,16,Formación y Sanción de Leyes Nacionales - Cámara de Senadores,587510000,36.7%
1,Administración gubernamental,1,Legislativa,1,Poder Legislativo Nacional,17,Formación y Sanción Legislativa - Cámara de Diputados,855515784,53.4%
1,Administración gubernamental,1,Legislativa,1,Poder Legislativo Nacional,19,Impresiones y Publicaciones Parlamentarias,79811485,5.0%
1,Administración gubernamental,1,Legislativa,1,Poder Legislativo Nacional,21,Defensa de los Derechos de los Ciudadanos,68059554,4.3%
1,Administración gubernamental,1,Legislativa,1,Poder Legislativo Nacional,22,Revisión de Cuentas Nacionales - Senado,1950000,0.1%
1,Administración gubernamental,1,Legislativa,1,Poder Legislativo Nacional,23,Revisión de Cuentas Nacionales - Diputados,1060988,0.1%
1,Administración gubernamental,1,Legislativa,1,Poder Legislativo Nacional,30,Fortalecimiento Institucional del Senado de la Nación (BID 1603/OC-AR),6911000,0.4%
1,Administración gubernamental,2,Judicial,1,Poder Legislativo Nacional,26,Protección de los Derechos del Interno Penitenciario,27141900,0.4%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,1,Actividades Centrales,447351214,6.6%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,4,Mandamientos y Notificaciones,114347504,1.7%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,5,Pericias Judiciales,251369692,3.7%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,6,Biblioteca y Jurisprudencia,25242739,0.4%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,7,Archivo General,123366835,1.8%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,8,Administración General de la Corte Suprema de Justicia de la Nación,313063709,4.6%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,21,Justicia de Máxima Instancia,203832185,3.0%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,22,Justicia de Casación Penal,62677933,0.9%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,23,Justicia Ordinaria de la Capital Federal,1473230589,21.8%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,24,Justicia Federal,1958855947,29.0%
1,Administración gubernamental,2,Judicial,5,Poder Judicial de la Nación,25,Asistencia Social,38781414,0.6%
1,Administración gubernamental,2,Judicial,10,Ministerio Público,16,Ejercicio de la Acción Pública y Defensa de la Legalidad,788496977,11.7%
1,Administración gubernamental,2,Judicial,10,Ministerio Público,17,"Representación, Defensa y Curatela Pública Oficial",447314888,6.6%
1,Administración gubernamental,2,Judicial,40,Ministerio de Justicia y Derechos Humanos,16,"Acciones contra la Discriminación, la Xenofobia y el Racismo",49227065,0.7%
1,Administración gubernamental,2,Judicial,40,Ministerio de Justicia y Derechos Humanos,1,Actividades Centrales,136721080,2.0%
1,Administración gubernamental,2,Judicial,40,Ministerio de Justicia y Derechos Humanos,4,Actividad Común a los Programas 18 (Política e Infraestructura Penitenciaria) y 23 (Asistencia Jurídica y Relaciones con el Poder Judicial),4748501,0.1%
1,Administración gubernamental,2,Judicial,40,Ministerio de Justicia y Derechos Humanos,19,Regulación y Control Registral,68281718,1.0%
1,Administración gubernamental,2,Judicial,40,Ministerio de Justicia y Derechos Humanos,21,Defensa y Representación Jurídica y Notarial del Estado,31891050,0.5%
1,Administración gubernamental,2,Judicial,40,Ministerio de Justicia y Derechos Humanos,23,Asistencia Jurídica y Relaciones con el Poder Judicial,9740898,0.1%
1,Administración gubernamental,2,Judicial,40,Ministerio de Justicia y Derechos Humanos,26,Promoción y Defensa de los Derechos Humanos,130351788,1.9%
1,Administración gubernamental,2,Judicial,40,Ministerio de Justicia y Derechos Humanos,28,"Prevención, Fiscalización y Sanción del Lavado de Activos",14081448,0.2%
1,Administración gubernamental,2,Judicial,40,Ministerio de Justicia y Derechos Humanos,32,Protección de Víctimas de Violencias,15161191,0.2%
1,Administración gubernamental,2,Judicial,40,Ministerio de Justicia y Derechos Humanos,36,Fortalecimiento de Procesos Judiciales contra Delitos de Lesa Humanidad,9767561,0.1%
1,Administración gubernamental,2,Judicial,91,Obligaciones a Cargo del Tesoro,96,Atención Servicios Financieros y Gastos Judiciales,575852,0.0%
1,Administración gubernamental,2,Judicial,91,Obligaciones a Cargo del Tesoro,99,Otras Asistencias Financieras,5000000,0.1%
1,Administración gubernamental,3,Dirección superior ejecutiva,20,Presidencia de la Nación,1,Actividades Centrales,330387233,12.4%
1,Administración gubernamental,3,Dirección superior ejecutiva,20,Presidencia de la Nación,21,Asistencia y Coordinación de Políticas Sociales,26737197,1.0%
1,Administración gubernamental,3,Dirección superior ejecutiva,20,Presidencia de la Nación,20,Asistencia Legal y Técnica,62389994,2.3%
1,Administración gubernamental,3,Dirección superior ejecutiva,25,Jefatura de Gabinete de Ministros,1,Actividades Centrales,498136465,18.7%
1,Administración gubernamental,3,Dirección superior ejecutiva,25,Jefatura de Gabinete de Ministros,17,Modernización de la Gestión Pública,75368770,2.8%
1,Administración gubernamental,3,Dirección superior ejecutiva,25,Jefatura de Gabinete de Ministros,19,Prensa y Difusión de Actos de Gobierno,512155917,19.2%
1,Administración gubernamental,3,Dirección superior ejecutiva,40,Ministerio de Justicia y Derechos Humanos,27,Controles Anticorrupción,7523179,0.3%
1,Administración gubernamental,3,Dirección superior ejecutiva,50,Ministerio de Economía y Finanzas Públicas,1,Actividades Centrales,512149768,19.2%
1,Administración gubernamental,3,Dirección superior ejecutiva,50,Ministerio de Economía y Finanzas Públicas,18,Formulación y Ejecución de Políticas Económicas,87541522,3.3%
1,Administración gubernamental,3,Dirección superior ejecutiva,50,Ministerio de Economía y Finanzas Públicas,42,Definición de Políticas de Coordinación Económica,26304106,1.0%
1,Administración gubernamental,3,Dirección superior ejecutiva,50,Ministerio de Economía y Finanzas Públicas,43,Definición de Políticas de Programación Económica,11833896,0.4%
1,Administración gubernamental,3,Dirección superior ejecutiva,50,Ministerio de Economía y Finanzas Públicas,44,Coordinación de Préstamos de Rápido Desembolso de OIC,5559000,0.2%
1,Administración gubernamental,3,Dirección superior ejecutiva,51,Ministerio de Industria,1,Actividades Centrales,49155820,1.8%
1,Administración gubernamental,3,Dirección superior ejecutiva,52,"Ministerio de Agricultura, Ganadería y Pesca",1,Actividades Centrales,214290883,8.0%
1,Administración gubernamental,3,Dirección superior ejecutiva,56,"Ministerio de Planificación Federal, Inversión Pública y Servicios",1,Actividades Centrales,176695501,6.6%
1,Administración gubernamental,3,Dirección superior ejecutiva,56,"Ministerio de Planificación Federal, Inversión Pública y Servicios",7,Actividades Comunes a los Programas de Obras Públicas,11675167,0.4%
1,Administración gubernamental,3,Dirección superior ejecutiva,56,"Ministerio de Planificación Federal, Inversión Pública y Servicios",50,"Formulación, Programación, Ejecución y Control de Obras Públicas",17656104,0.7%
1,Administración gubernamental,3,Dirección superior ejecutiva,56,"Ministerio de Planificación Federal, Inversión Pública y Servicios",85,Acciones Hídricas y Viales para el Dessarrollo Integrador de,581000,0.0%
1,Administración gubernamental,3,Dirección superior ejecutiva,56,"Ministerio de Planificación Federal, Inversión Pública y Servicios",86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipalidades,1505866,0.1%
1,Administración gubernamental,3,Dirección superior ejecutiva,91,Obligaciones a Cargo del Tesoro,99,Otras Asistencias Financieras,42168010,1.6%
1,Administración gubernamental,4,Relaciones exteriores,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",1,Actividades Centrales,371064247,17.8%
1,Administración gubernamental,4,Relaciones exteriores,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",16,Acciones Diplomáticas de Política Exterior,1167907015,56.0%
1,Administración gubernamental,4,Relaciones exteriores,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",17,Registro y Sostenimiento de Cultos,36001585,1.7%
1,Administración gubernamental,4,Relaciones exteriores,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Comisión Cascos Blancos,14595784,0.7%
1,Administración gubernamental,4,Relaciones exteriores,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,198581535,9.5%
1,Administración gubernamental,4,Relaciones exteriores,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",21,Acciones para el Desarrollo de Inversiones y la Captación de Inversión Extranjera Directa,35530005,1.7%
1,Administración gubernamental,4,Relaciones exteriores,91,Obligaciones a Cargo del Tesoro,97,Aportes al Sector Externo,260596448,12.5%
1,Administración gubernamental,5,Relaciones interiores,30,Ministerio del Interior,16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",363698417,3.5%
1,Administración gubernamental,5,Relaciones interiores,30,Ministerio del Interior,16,Control de Ingresos y  Egresos de Personas en el Territorio Nacional,350381000,3.4%
1,Administración gubernamental,5,Relaciones interiores,30,Ministerio del Interior,1,Actividades Centrales,148974756,1.4%
1,Administración gubernamental,5,Relaciones interiores,30,Ministerio del Interior,16,Fomento e Impulso al Desarrollo del Sistema Democrático,792753731,7.6%
1,Administración gubernamental,5,Relaciones interiores,30,Ministerio del Interior,17,"Cooperación, Asistencia Técnica y Capacitación a Municipios",4328500,0.0%
1,Administración gubernamental,5,Relaciones interiores,30,Ministerio del Interior,18,Ejecución de Políticas Poblacionales,2442723,0.0%
1,Administración gubernamental,5,Relaciones interiores,30,Ministerio del Interior,19,Asistencia Técnica y Financiera a Provincias,347393141,3.3%
1,Administración gubernamental,5,Relaciones interiores,30,Ministerio del Interior,25,Fortalecimiento de las Relaciones con la Comunidad,3856958,0.0%
1,Administración gubernamental,5,Relaciones interiores,30,Ministerio del Interior,45,Acciones de Asistencia Civil,93962432,0.9%
1,Administración gubernamental,5,Relaciones interiores,91,Obligaciones a Cargo del Tesoro,93,Fondo Federal Solidario,7308600000,70.3%
1,Administración gubernamental,5,Relaciones interiores,91,Obligaciones a Cargo del Tesoro,98,Asistencia Financiera a Provincias y Municipios,975059277,9.4%
1,Administración gubernamental,6,Administración fiscal,50,Ministerio de Economía y Finanzas Públicas,1,Actividades Centrales,57476397,2.2%
1,Administración gubernamental,6,Administración fiscal,50,Ministerio de Economía y Finanzas Públicas,12,Actividades Comunes a los Prog. de la Secretaría de Hacienda,2859996,0.1%
1,Administración gubernamental,6,Administración fiscal,50,Ministerio de Economía y Finanzas Públicas,22,"Finanzas, Bancos y Seguros",27965485,1.1%
1,Administración gubernamental,6,Administración fiscal,50,Ministerio de Economía y Finanzas Públicas,26,Administración Financiera,188141957,7.3%
1,Administración gubernamental,6,Administración fiscal,50,Ministerio de Economía y Finanzas Públicas,27,Administración de Política Tributaria,15397995,0.6%
1,Administración gubernamental,6,Administración fiscal,50,Ministerio de Economía y Finanzas Públicas,47,Relaciones con Provincias,45905573,1.8%
1,Administración gubernamental,6,Administración fiscal,50,Ministerio de Economía y Finanzas Públicas,16,Resolución de Cuestiones Dudosas y Litigiosas,34763524,1.3%
1,Administración gubernamental,6,Administración fiscal,56,"Ministerio de Planificación Federal, Inversión Pública y Servicios",34,Administración de Bienes del Estado,63559313,2.5%
1,Administración gubernamental,6,Administración fiscal,56,"Ministerio de Planificación Federal, Inversión Pública y Servicios",54,Tasación de Bienes,12817000,0.5%
1,Administración gubernamental,6,Administración fiscal,91,Obligaciones a Cargo del Tesoro,99,Otras Asistencias Financieras,2130967000,82.6%
1,Administración gubernamental,7,Control de la gestión pública,1,Poder Legislativo Nacional,25,Control Parlamentario sobre el Funcionamiento del Sistema de Inteligencia,4400000,1.1%
1,Administración gubernamental,7,Control de la gestión pública,1,Poder Legislativo Nacional,31,Control Parlamentario de Seguimiento de Trámite Legislativo,1800000,0.5%
1,Administración gubernamental,7,Control de la gestión pública,1,Poder Legislativo Nacional,32,Control Parlamentario de Los Fondos de la Seguridad Social,3042001,0.8%
1,Administración gubernamental,7,Control de la gestión pública,1,Poder Legislativo Nacional,16,Control Externo del Sector Público Nacional,257643796,66.6%
1,Administración gubernamental,7,Control de la gestión pública,20,Presidencia de la Nación,16,Control Interno del Poder Ejecutivo Nacional,113757175,29.4%
1,Administración gubernamental,7,Control de la gestión pública,56,"Ministerio de Planificación Federal, Inversión Pública y Servicios",25,Ejecución de Obras de Arquitectura,6105509,1.6%
1,Administración gubernamental,8,Información y estadística básicas,30,Ministerio del Interior,26,Conservación y Custodia de los Documentos de la Nación,4588646,1.7%
1,Administración gubernamental,8,Información y estadística básicas,50,Ministerio de Economía y Finanzas Públicas,19,Servicio Estadístico,223849086,85.0%
1,Administración gubernamental,8,Información y estadística básicas,50,Ministerio de Economía y Finanzas Públicas,20,Censo Nacional Económico,3736757,1.4%
1,Administración gubernamental,8,Información y estadística básicas,50,Ministerio de Economía y Finanzas Públicas,21,Censo Nacional Agropecuario,5571338,2.1%
1,Administración gubernamental,8,Información y estadística básicas,50,Ministerio de Economía y Finanzas Públicas,23,"Censo Nacional de Población, Hogares y Vivienda",25632000,9.7%
2,Servicios de defensa y seguridad,1,Defensa,45,Ministerio de Defensa,16,Conducción y Planificación para la Defensa,115877044,1.4%
2,Servicios de defensa y seguridad,1,Defensa,45,Ministerio de Defensa,18,Mantenimiento y Producción para la Defensa,503008732,5.9%
2,Servicios de defensa y seguridad,1,Defensa,45,Ministerio de Defensa,22,Servicios de Hidrografía,34252127,0.4%
2,Servicios de defensa y seguridad,1,Defensa,45,Ministerio de Defensa,23,Logística de la Defensa,15100647,0.2%
